source_id,type_of_water_source,number_of_people_served
SoRu35400224,well,392
SoRu35401224,river,966
SoRu35402224,well,294
SoRu35403224,river,738
SoRu35404224,well,390
SoRu35405224,tap_in_home_broken,838
SoRu35406224,well,200
SoRu35407224,well,394
SoRu35408224,river,734
SoRu35409224,river,830
SoRu35410224,river,666
SoRu35411224,tap_in_home_broken,764
SoRu35412224,river,690
SoRu35413224,river,724
SoRu35414224,shared_tap,1108
SoRu35415224,shared_tap,622
SoRu35416224,shared_tap,2136
SoRu35417224,river,634
SoRu35418224,river,780
SoRu35419224,river,906
SoRu35420224,tap_in_home_broken,516
SoRu35421224,shared_tap,1622
SoRu35422224,river,516
SoRu35423224,shared_tap,3104
SoRu35424224,shared_tap,2716
SoRu35425224,tap_in_home_broken,844
SoRu35426224,shared_tap,3782
SoRu35427224,well,208
SoRu35428224,river,568
SoRu35429224,well,336
SoRu35430224,river,428
SoRu35431224,river,452
SoRu35432224,river,976
SoRu35433224,river,732
SoRu35434224,shared_tap,2112
SoRu35435224,tap_in_home_broken,416
SoRu35436224,shared_tap,3906
SoRu35437224,tap_in_home_broken,474
SoRu35438224,shared_tap,3710
SoRu35439224,well,326
SoRu35440224,tap_in_home,562
SoRu35441224,well,388
SoRu35442224,tap_in_home,836
SoRu35443224,river,510
SoRu35444224,tap_in_home,974
SoRu35445224,shared_tap,2456
SoRu35446224,tap_in_home_broken,708
SoRu35447224,well,388
SoRu35448224,tap_in_home,500
SoRu35449224,river,782
SoRu35450224,tap_in_home_broken,508
SoRu35451224,river,466
SoRu35452224,river,730
SoRu35453224,shared_tap,2852
SoRu35454224,tap_in_home_broken,706
SoRu35455224,well,262
SoRu35456224,river,480
SoRu35457224,river,688
SoRu35458224,shared_tap,2946
SoRu35459224,well,332
SoRu35460224,well,370
SoRu35461224,river,560
SoRu35462224,tap_in_home_broken,696
SoRu35463224,well,384
SoRu35464224,river,986
SoRu35465224,tap_in_home,404
SoRu35466224,tap_in_home,652
SoRu35467224,tap_in_home_broken,562
SoRu35468224,river,478
SoRu35469224,tap_in_home,770
SoRu35470224,well,298
SoRu35471224,river,906
SoRu35472224,tap_in_home_broken,758
SoRu35473224,tap_in_home_broken,908
SoRu35474224,river,710
SoRu35475224,shared_tap,1368
SoRu35476224,river,744
SoRu35477224,well,238
SoRu35478224,well,258
SoRu35479224,tap_in_home,752
SoRu35480224,river,660
SoRu35481224,well,338
SoRu35482224,river,876
SoRu35483224,well,242
SoRu35484224,river,806
SoRu35485224,shared_tap,3526
SoRu35486224,well,278
SoRu35487224,river,910
SoRu35488224,shared_tap,308
SoRu35489224,well,384
SoRu35490224,well,314
SoRu35491224,tap_in_home,794
SoRu35492224,shared_tap,272
SoRu35493224,tap_in_home_broken,962
SoRu35494224,river,812
SoRu35495224,tap_in_home_broken,552
SoRu35496224,well,332
SoRu35497224,tap_in_home_broken,820
SoRu35498224,tap_in_home,314
SoRu35499224,well,320
SoRu35500224,river,736
SoRu35501224,well,258
SoRu35502224,well,362
SoRu35503224,well,198
SoRu35504224,well,324
SoRu35505224,well,200
SoRu35506224,tap_in_home,892
SoRu35507224,shared_tap,492
SoRu35508224,well,300
SoRu35509224,river,464
SoRu35510224,tap_in_home_broken,356
SoRu35511224,well,166
SoRu35512224,well,318
SoRu35513224,well,320
SoRu35514224,well,240
SoRu35515224,well,258
SoRu35516224,well,288
SoRu35517224,river,604
SoRu35518224,well,302
SoRu35519224,shared_tap,2208
SoRu35520224,well,218
SoRu35521224,well,342
SoRu35522224,well,190
SoRu35523224,well,352
SoRu35524224,shared_tap,3884
SoRu35525224,shared_tap,1280
SoRu35526224,well,332
SoRu35527224,tap_in_home_broken,922
SoRu35528224,shared_tap,242
SoRu35529224,well,164
SoRu35530224,shared_tap,1792
SoRu35531224,well,286
SoRu35532224,river,636
SoRu35533224,well,170
SoRu35534224,tap_in_home_broken,750
SoRu35535224,tap_in_home,842
SoRu35536224,river,540
SoRu35537224,well,256
SoRu35538224,river,446
SoRu35539224,river,846
SoRu35540224,river,402
SoRu35541224,well,256
SoRu35542224,well,392
SoRu35543224,well,346
SoRu35544224,river,690
SoRu35545224,tap_in_home_broken,562
SoRu35546224,shared_tap,328
SoRu35547224,tap_in_home,374
SoRu35548224,river,930
SoRu35549224,river,478
SoRu35550224,river,790
SoRu35551224,tap_in_home_broken,630
SoRu35552224,well,340
SoRu35553224,shared_tap,1014
SoRu35554224,well,378
SoRu35555224,well,336
SoRu35556224,shared_tap,2096
SoRu35557224,shared_tap,3930
SoRu35558224,tap_in_home_broken,336
SoRu35559224,tap_in_home_broken,786
SoRu35560224,shared_tap,3864
SoRu35561224,well,360
SoRu35562224,river,858
SoRu35563224,river,546
SoRu35564224,river,570
SoRu35565224,tap_in_home,432
SoRu35566224,well,306
SoRu35567224,river,708
SoRu35568224,shared_tap,790
SoRu35569224,well,324
SoRu35570224,river,452
SoRu35571224,shared_tap,1104
SoRu35572224,river,624
SoRu35573224,shared_tap,3272
SoRu35574224,river,480
SoRu35575224,shared_tap,3154
SoRu35576224,shared_tap,448
SoRu35577224,river,420
SoRu35578224,well,322
SoRu35579224,well,160
SoRu35580224,tap_in_home,570
SoRu35581224,well,344
SoRu35582224,river,804
SoRu35583224,well,334
SoRu35584224,well,200
SoRu35585224,shared_tap,1520
SoRu35586224,well,358
SoRu35587224,river,856
SoRu35588224,tap_in_home,786
SoRu35589224,well,260
SoRu35590224,shared_tap,500
SoRu35591224,well,168
SoRu35592224,well,172
SoRu35593224,river,820
SoRu35594224,tap_in_home,882
SoRu35595224,river,700
SoRu35596224,tap_in_home_broken,904
SoRu35597224,river,672
SoRu35598224,shared_tap,3980
SoRu35599224,well,220
SoRu35600224,well,280
SoRu35601224,shared_tap,388
SoRu35602224,river,920
SoRu35603224,well,292
SoRu35604224,tap_in_home,574
SoRu35605224,tap_in_home_broken,878
SoRu35606224,shared_tap,2618
SoRu35607224,well,162
SoRu35608224,shared_tap,2676
SoRu35609224,river,834
SoRu35610224,well,374
SoRu35611224,well,260
SoRu35612224,shared_tap,2836
SoRu35613224,well,350
SoRu35614224,tap_in_home_broken,628
SoRu35615224,tap_in_home,430
SoRu35616224,well,216
SoRu35617224,well,204
SoRu35618224,river,762
SoRu35619224,shared_tap,2406
SoRu35620224,well,200
SoRu35621224,well,338
SoRu35622224,tap_in_home_broken,834
SoRu35623224,river,914
SoRu35624224,well,286
SoRu35625224,river,442
SoRu35626224,well,292
SoRu35627224,tap_in_home_broken,324
SoRu35628224,river,740
SoRu35629224,well,238
SoRu35630224,well,194
SoRu35631224,well,162
SoRu35632224,shared_tap,444
SoRu35633224,well,308
SoRu35634224,well,362
SoRu35635224,river,852
SoRu35636224,river,616
SoRu35637224,river,926
SoRu35638224,river,540
SoRu35639224,well,314
SoRu35640224,well,182
SoRu35641224,shared_tap,2374
SoRu35642224,river,454
SoRu35643224,well,182
SoRu35644224,river,530
SoRu35645224,well,254
SoRu35646224,tap_in_home_broken,974
SoRu35647224,well,280
SoRu35648224,shared_tap,3930
SoRu35649224,shared_tap,2828
SoRu35650224,river,652
SoRu35651224,shared_tap,1508
SoRu35652224,river,528
SoRu35653224,shared_tap,2670
SoRu35654224,shared_tap,868
SoRu35655224,river,494
SoRu35656224,well,316
SoRu35657224,tap_in_home_broken,598
SoRu35658224,tap_in_home_broken,746
SoRu35659224,tap_in_home,654
SoRu35660224,well,374
SoRu35661224,tap_in_home,480
SoRu35662224,river,640
SoRu35663224,river,528
SoRu35664224,river,712
SoRu35665224,shared_tap,3236
SoRu35666224,tap_in_home,744
SoRu35667224,shared_tap,2168
SoRu35668224,shared_tap,1500
SoRu35669224,river,562
SoRu35670224,river,512
SoRu35671224,well,204
SoRu35672224,tap_in_home_broken,692
SoRu35673224,tap_in_home_broken,434
SoRu35674224,river,960
SoRu35675224,river,614
SoRu35676224,well,306
SoRu35677224,well,256
SoRu35678224,tap_in_home,640
SoRu35679224,well,194
SoRu35680224,river,876
SoRu35681224,well,342
SoRu35682224,tap_in_home_broken,732
SoRu35683224,shared_tap,212
SoRu35684224,well,370
SoRu35685224,shared_tap,3010
SoRu35686224,well,372
SoRu35687224,well,318
SoRu35688224,river,772
SoRu35689224,river,546
SoRu35690224,river,970
SoRu35691224,shared_tap,636
SoRu35692224,well,318
SoRu35693224,river,660
SoRu35694224,river,680
SoRu35695224,well,216
SoRu35696224,river,890
SoRu35697224,well,266
SoRu35698224,well,376
SoRu35699224,well,170
SoRu35700224,well,254
SoRu35701224,tap_in_home,718
SoRu35702224,well,392
SoRu35703224,well,308
SoRu35704224,tap_in_home,744
SoRu35705224,shared_tap,1888
SoRu35706224,well,366
SoRu35707224,river,830
SoRu35708224,well,174
SoRu35709224,well,312
SoRu35710224,well,190
SoRu35711224,well,266
SoRu35712224,well,216
SoRu35713224,well,212
SoRu35714224,well,192
SoRu35715224,river,710
SoRu35716224,well,232
SoRu35717224,well,190
SoRu35718224,river,440
SoRu35719224,tap_in_home,726
SoRu35720224,shared_tap,926
SoRu35721224,well,220
SoRu35722224,shared_tap,2160
SoRu35723224,well,398
SoRu35724224,shared_tap,1452
SoRu35725224,tap_in_home_broken,976
SoRu35726224,tap_in_home_broken,820
SoRu35727224,well,346
SoRu35728224,well,278
SoRu35729224,well,280
SoRu35730224,shared_tap,3170
SoRu35731224,tap_in_home,752
SoRu35732224,well,370
SoRu35733224,river,708
SoRu35734224,well,222
SoRu35735224,tap_in_home,850
SoRu35736224,river,570
SoRu35737224,well,272
SoRu35738224,shared_tap,1722
SoRu35739224,tap_in_home,396
SoRu35740224,shared_tap,1212
SoRu35741224,shared_tap,3704
SoRu35742224,well,278
SoRu35743224,shared_tap,1476
SoRu35744224,well,222
SoRu35745224,shared_tap,1822
SoRu35746224,tap_in_home,938
SoRu35747224,river,834
SoRu35748224,river,918
SoRu35749224,tap_in_home,860
SoRu35750224,river,450
SoRu35751224,shared_tap,922
SoRu35752224,well,278
SoRu35753224,river,844
SoRu35754224,well,256
SoRu35755224,river,906
SoRu35756224,shared_tap,1590
SoRu35757224,river,576
SoRu35758224,well,222
SoRu35759224,well,234
SoRu35760224,river,568
SoRu35761224,river,554
SoRu35762224,well,176
SoRu35763224,river,958
SoRu35764224,river,908
SoRu35765224,river,448
SoRu35766224,well,200
SoRu35767224,shared_tap,972
SoRu35768224,well,308
SoRu35769224,river,712
SoRu35770224,tap_in_home,558
SoRu35771224,well,246
SoRu35772224,well,368
SoRu35773224,shared_tap,3320
SoRu35774224,shared_tap,2894
SoRu35775224,tap_in_home,328
SoRu35776224,well,346
SoRu35777224,river,626
SoRu35778224,well,186
SoRu35779224,tap_in_home,658
SoRu35780224,tap_in_home_broken,776
SoRu35781224,well,226
SoRu35782224,well,242
SoRu35783224,shared_tap,2386
SoRu35784224,well,160
SoRu35785224,river,636
SoRu35786224,well,324
SoRu35787224,well,390
SoRu35788224,shared_tap,3016
SoRu35789224,shared_tap,1120
SoRu35790224,shared_tap,1728
SoRu35791224,river,730
SoRu35792224,well,394
SoRu35793224,well,232
SoRu35794224,shared_tap,3952
SoRu35795224,shared_tap,2364
SoRu35796224,river,690
SoRu35797224,well,360
SoRu35798224,river,432
SoRu35799224,river,458
SoRu35800224,river,514
SoRu35801224,river,848
SoRu35802224,river,530
SoRu35803224,well,200
SoRu35804224,tap_in_home_broken,468
SoRu35805224,shared_tap,212
SoRu35806224,well,374
SoRu35807224,river,806
SoRu35808224,shared_tap,3618
SoRu35809224,shared_tap,3292
SoRu35810224,tap_in_home,574
SoRu35811224,river,760
SoRu35812224,well,162
SoRu35813224,tap_in_home,650
SoRu35814224,river,648
SoRu35815224,shared_tap,856
SoRu35816224,river,776
SoRu35817224,shared_tap,2712
SoRu35818224,well,234
SoRu35819224,shared_tap,3816
SoRu35820224,river,760
SoRu35821224,tap_in_home_broken,498
SoRu35822224,tap_in_home_broken,844
SoRu35823224,river,504
SoRu35824224,well,316
SoRu35825224,river,912
SoRu35826224,river,750
SoRu35827224,river,734
SoRu35828224,shared_tap,2590
SoRu35829224,tap_in_home,442
SoRu35830224,well,262
SoRu35831224,river,460
SoRu35832224,shared_tap,2756
SoRu35833224,well,332
SoRu35834224,well,216
SoRu35835224,well,294
SoRu35836224,well,378
SoRu35837224,river,998
SoRu35838224,tap_in_home,450
SoRu35839224,well,350
SoRu35840224,tap_in_home_broken,908
SoRu35841224,well,384
SoRu35842224,river,456
SoRu35843224,river,632
SoRu35844224,well,258
SoRu35845224,well,226
SoRu35846224,well,254
SoRu35847224,well,360
SoRu35848224,river,790
SoRu35849224,well,392
SoRu35850224,shared_tap,3600
SoRu35851224,tap_in_home,896
SoRu35852224,well,372
SoRu35853224,well,342
SoRu35854224,shared_tap,1250
SoRu35855224,well,300
SoRu35856224,tap_in_home_broken,764
SoRu35857224,shared_tap,934
SoRu35858224,tap_in_home,320
SoRu35859224,tap_in_home_broken,392
SoRu35860224,well,388
SoRu35861224,well,236
SoRu35862224,shared_tap,354
SoRu35863224,tap_in_home,552
SoRu35864224,shared_tap,642
SoRu35865224,well,162
SoRu35866224,well,268
SoRu35867224,shared_tap,1278
SoRu35868224,well,324
SoRu35869224,river,732
SoRu35870224,well,266
SoRu35871224,well,340
SoRu35872224,well,360
SoRu35873224,shared_tap,814
SoRu35874224,shared_tap,1034
SoRu35875224,river,822
SoRu35876224,river,786
SoRu35877224,river,606
SoRu35878224,shared_tap,2340
SoRu35879224,shared_tap,3902
SoRu35880224,well,354
SoRu35881224,tap_in_home_broken,480
SoRu35882224,river,640
SoRu35883224,river,412
SoRu35884224,well,244
SoRu35885224,shared_tap,1604
SoRu35886224,river,496
SoRu35887224,river,968
SoRu35888224,well,288
SoRu35889224,tap_in_home,684
SoRu35890224,well,366
SoRu35891224,shared_tap,1340
SoRu35892224,tap_in_home_broken,672
SoRu35893224,well,392
SoRu35894224,well,356
SoRu35895224,river,874
SoRu35896224,river,606
SoRu35897224,well,190
SoRu35898224,shared_tap,546
SoRu35899224,tap_in_home_broken,660
SoRu35900224,well,324
SoRu35901224,tap_in_home_broken,898
SoRu35902224,shared_tap,422
SoRu35903224,tap_in_home,854
SoRu35904224,river,720
SoRu35905224,river,842
SoRu35906224,shared_tap,738
SoRu35907224,river,736
SoRu35908224,river,824
SoRu35909224,river,564
SoRu35910224,well,328
SoRu35911224,shared_tap,206
SoRu35912224,tap_in_home,674
SoRu35913224,well,320
SoRu35914224,well,288
SoRu35915224,well,394
SoRu35916224,shared_tap,2616
SoRu35917224,well,204
SoRu35918224,shared_tap,3816
SoRu35919224,shared_tap,3554
SoRu35920224,well,270
SoRu35921224,shared_tap,1028
SoRu35922224,well,170
SoRu35923224,river,974
SoRu35924224,well,204
SoRu35925224,river,756
SoRu35926224,well,208
SoRu35927224,river,742
SoRu35928224,well,200
SoRu35929224,tap_in_home_broken,506
SoRu35930224,well,252
SoRu35931224,shared_tap,2024
SoRu35932224,tap_in_home,672
SoRu35933224,well,204
SoRu35934224,shared_tap,2958
SoRu35935224,shared_tap,3024
SoRu35936224,tap_in_home_broken,376
SoRu35937224,tap_in_home,718
SoRu35938224,well,360
SoRu35939224,well,208
SoRu35940224,well,310
SoRu35941224,well,260
SoRu35942224,tap_in_home,554
SoRu35943224,well,272
SoRu35944224,tap_in_home,338
SoRu35945224,shared_tap,358
SoRu35946224,well,218
SoRu35947224,river,972
SoRu35948224,river,484
SoRu35949224,shared_tap,3490
SoRu35950224,tap_in_home,944
SoRu35951224,river,592
SoRu35952224,tap_in_home,986
SoRu35953224,tap_in_home_broken,654
SoRu35954224,tap_in_home,314
SoRu35955224,tap_in_home,636
SoRu35956224,river,852
SoRu35957224,river,686
SoRu35958224,well,346
SoRu35959224,river,504
SoRu35960224,well,308
SoRu35961224,river,902
SoRu35962224,shared_tap,254
SoRu35963224,tap_in_home_broken,562
SoRu35964224,well,228
SoRu35965224,well,286
SoRu35966224,well,194
SoRu35967224,tap_in_home,624
SoRu35968224,tap_in_home_broken,950
SoRu35969224,well,172
SoRu35970224,well,332
SoRu35971224,well,232
SoRu35972224,well,362
SoRu35973224,well,360
SoRu35974224,well,352
SoRu35975224,river,440
SoRu35976224,tap_in_home_broken,300
SoRu35977224,tap_in_home_broken,450
SoRu35978224,river,794
SoRu35979224,shared_tap,3304
SoRu35980224,tap_in_home_broken,404
SoRu35981224,well,296
SoRu35982224,shared_tap,784
SoRu35983224,tap_in_home,846
SoRu35984224,tap_in_home_broken,906
SoRu35985224,river,726
SoRu35986224,well,208
SoRu35987224,tap_in_home,660
SoRu35988224,well,284
SoRu35989224,river,506
SoRu35990224,tap_in_home,954
SoRu35991224,well,380
SoRu35992224,shared_tap,3170
SoRu35993224,tap_in_home,438
SoRu35994224,shared_tap,3148
SoRu35995224,river,458
SoRu35996224,well,280
SoRu35997224,well,234
SoRu35998224,well,396
SoRu35999224,shared_tap,3304
SoRu36000224,shared_tap,514
SoRu36001224,river,436
SoRu36002224,tap_in_home_broken,470
SoRu36003224,river,690
SoRu36004224,shared_tap,3098
SoRu36005224,shared_tap,760
SoRu36006224,well,238
SoRu36007224,well,218
SoRu36008224,shared_tap,430
SoRu36009224,well,346
SoRu36010224,well,370
SoRu36011224,tap_in_home_broken,710
SoRu36012224,tap_in_home_broken,372
SoRu36013224,well,344
SoRu36014224,tap_in_home_broken,714
SoRu36015224,well,240
SoRu36016224,well,336
SoRu36017224,well,196
SoRu36018224,river,602
SoRu36019224,river,652
SoRu36020224,tap_in_home_broken,488
SoRu36021224,tap_in_home,510
SoRu36022224,river,626
SoRu36023224,well,380
SoRu36024224,river,964
SoRu36025224,river,794
SoRu36026224,tap_in_home,398
SoRu36027224,well,324
SoRu36028224,river,480
SoRu36029224,well,352
SoRu36030224,shared_tap,886
SoRu36031224,river,826
SoRu36032224,well,170
SoRu36033224,shared_tap,1684
SoRu36034224,tap_in_home,746
SoRu36035224,tap_in_home,648
SoRu36036224,river,980
SoRu36037224,river,446
SoRu36038224,river,742
SoRu36039224,shared_tap,1108
SoRu36040224,well,286
SoRu36041224,river,694
SoRu36042224,shared_tap,2260
SoRu36043224,well,264
SoRu36044224,river,986
SoRu36045224,tap_in_home,300
SoRu36046224,river,628
SoRu36047224,shared_tap,1722
SoRu36048224,shared_tap,3820
SoRu36049224,river,622
SoRu36050224,well,270
SoRu36051224,well,178
SoRu36052224,tap_in_home_broken,446
SoRu36053224,river,852
SoRu36054224,river,834
SoRu36055224,well,198
SoRu36056224,river,908
SoRu36057224,well,258
SoRu36058224,well,324
SoRu36059224,shared_tap,2724
SoRu36060224,well,302
SoRu36061224,shared_tap,1506
SoRu36062224,tap_in_home,806
SoRu36063224,shared_tap,3152
SoRu36064224,river,454
SoRu36065224,river,982
SoRu36066224,shared_tap,2920
SoRu36067224,shared_tap,1548
SoRu36068224,shared_tap,2774
SoRu36069224,well,350
SoRu36070224,well,214
SoRu36071224,well,170
SoRu36072224,tap_in_home,686
SoRu36073224,tap_in_home,478
SoRu36074224,well,190
SoRu36075224,river,494
SoRu36076224,river,992
SoRu36077224,well,300
SoRu36078224,tap_in_home,590
SoRu36079224,river,678
SoRu36080224,well,378
SoRu36081224,shared_tap,3988
SoRu36082224,shared_tap,1606
SoRu36083224,well,340
SoRu36084224,shared_tap,2908
SoRu36085224,shared_tap,1680
SoRu36086224,tap_in_home_broken,370
SoRu36087224,shared_tap,1532
SoRu36088224,well,222
SoRu36089224,well,228
SoRu36090224,river,808
SoRu36091224,well,220
SoRu36092224,well,162
SoRu36093224,tap_in_home_broken,448
SoRu36094224,well,166
SoRu36095224,shared_tap,3896
SoRu36096224,shared_tap,3786
SoRu36097224,well,338
SoRu36098224,well,276
SoRu36099224,well,188
SoRu36100224,river,890
SoRu36101224,shared_tap,1752
SoRu36102224,well,216
SoRu36103224,tap_in_home,346
SoRu36104224,river,516
SoRu36105224,well,258
SoRu36106224,tap_in_home,672
SoRu36107224,river,808
SoRu36108224,shared_tap,2636
SoRu36109224,well,196
SoRu36110224,well,254
SoRu36111224,tap_in_home,490
SoRu36112224,well,212
SoRu36113224,river,460
SoRu36114224,well,382
SoRu36115224,river,908
SoRu36116224,shared_tap,3404
SoRu36117224,well,206
SoRu36118224,shared_tap,3246
SoRu36119224,well,394
SoRu36120224,shared_tap,1714
SoRu36121224,shared_tap,1580
SoRu36122224,well,398
SoRu36123224,well,310
SoRu36124224,river,604
SoRu36125224,river,436
SoRu36126224,shared_tap,368
SoRu36127224,river,962
SoRu36128224,tap_in_home_broken,768
SoRu36129224,shared_tap,2404
SoRu36130224,shared_tap,3170
SoRu36131224,shared_tap,452
SoRu36132224,well,382
SoRu36133224,tap_in_home_broken,734
SoRu36134224,tap_in_home,836
SoRu36135224,well,332
SoRu36136224,well,242
SoRu36137224,tap_in_home_broken,402
SoRu36138224,tap_in_home,486
SoRu36139224,river,804
SoRu36140224,well,326
SoRu36141224,river,436
SoRu36142224,well,398
SoRu36143224,well,292
SoRu36144224,shared_tap,2726
SoRu36145224,well,332
SoRu36146224,shared_tap,3330
SoRu36147224,well,282
SoRu36148224,well,386
SoRu36149224,tap_in_home,776
SoRu36150224,tap_in_home,984
SoRu36151224,tap_in_home,552
SoRu36152224,tap_in_home,914
SoRu36153224,tap_in_home_broken,738
SoRu36154224,tap_in_home_broken,782
SoRu36155224,well,176
SoRu36156224,shared_tap,2956
SoRu36157224,river,414
SoRu36158224,well,166
SoRu36159224,river,610
SoRu36160224,well,392
SoRu36161224,well,236
SoRu36162224,river,782
SoRu36163224,tap_in_home_broken,486
SoRu36164224,well,314
SoRu36165224,river,630
SoRu36166224,river,926
SoRu36167224,tap_in_home,396
SoRu36168224,well,170
SoRu36169224,tap_in_home,316
SoRu36170224,well,384
SoRu36171224,well,378
SoRu36172224,shared_tap,1500
SoRu36173224,river,462
SoRu36174224,tap_in_home,576
SoRu36175224,well,318
SoRu36176224,shared_tap,792
SoRu36177224,well,186
SoRu36178224,well,396
SoRu36179224,well,218
SoRu36180224,well,292
SoRu36181224,shared_tap,942
SoRu36182224,tap_in_home,494
SoRu36183224,tap_in_home,942
SoRu36184224,well,210
SoRu36185224,river,658
SoRu36186224,river,714
SoRu36187224,tap_in_home_broken,720
SoRu36188224,tap_in_home,706
SoRu36189224,well,198
SoRu36190224,tap_in_home_broken,616
SoRu36191224,tap_in_home_broken,828
SoRu36192224,river,964
SoRu36193224,river,748
SoRu36194224,well,206
SoRu36195224,well,220
SoRu36196224,well,170
SoRu36197224,well,246
SoRu36198224,tap_in_home,388
SoRu36199224,shared_tap,1142
SoRu36200224,well,188
SoRu36201224,well,398
SoRu36202224,well,344
SoRu36203224,shared_tap,1302
SoRu36204224,tap_in_home_broken,690
SoRu36205224,tap_in_home_broken,714
SoRu36206224,well,180
SoRu36207224,tap_in_home_broken,432
SoRu36208224,river,662
SoRu36209224,well,176
SoRu36210224,well,190
SoRu36211224,shared_tap,992
SoRu36212224,tap_in_home_broken,592
SoRu36213224,river,784
SoRu36214224,shared_tap,1458
SoRu36215224,tap_in_home,324
SoRu36216224,shared_tap,428
SoRu36217224,shared_tap,1882
SoRu36218224,well,390
SoRu36219224,river,882
SoRu36220224,well,296
SoRu36221224,tap_in_home_broken,792
SoRu36222224,well,198
SoRu36223224,river,920
SoRu36224224,tap_in_home_broken,722
SoRu36225224,well,260
SoRu36226224,well,354
SoRu36227224,well,180
SoRu36228224,shared_tap,760
SoRu36229224,river,996
SoRu36230224,well,208
SoRu36231224,well,308
SoRu36232224,river,570
SoRu36233224,tap_in_home_broken,354
SoRu36234224,tap_in_home,940
SoRu36235224,well,216
SoRu36236224,well,376
SoRu36237224,river,594
SoRu36238224,river,998
SoRu36239224,well,214
SoRu36240224,well,306
SoRu36241224,well,312
SoRu36242224,shared_tap,2204
SoRu36243224,river,656
SoRu36244224,river,710
SoRu36245224,well,294
SoRu36246224,well,330
SoRu36247224,shared_tap,538
SoRu36248224,tap_in_home_broken,600
SoRu36249224,shared_tap,2968
SoRu36250224,shared_tap,3010
SoRu36251224,river,884
SoRu36252224,tap_in_home,554
SoRu36253224,tap_in_home,464
SoRu36254224,shared_tap,3322
SoRu36255224,well,168
SoRu36256224,well,392
SoRu36257224,river,706
SoRu36258224,river,740
SoRu36259224,river,562
SoRu36260224,shared_tap,3676
SoRu36261224,well,172
SoRu36262224,shared_tap,1978
SoRu36263224,shared_tap,2802
SoRu36264224,tap_in_home_broken,596
SoRu36265224,well,330
SoRu36266224,well,186
SoRu36267224,well,250
SoRu36268224,well,206
SoRu36269224,shared_tap,1868
SoRu36270224,river,788
SoRu36271224,tap_in_home,946
SoRu36272224,shared_tap,2064
SoRu36273224,river,916
SoRu36274224,well,272
SoRu36275224,tap_in_home,426
SoRu36276224,river,510
SoRu36277224,river,406
SoRu36278224,well,394
SoRu36279224,well,326
SoRu36280224,shared_tap,1700
SoRu36281224,well,316
SoRu36282224,well,202
SoRu36283224,well,166
SoRu36284224,well,312
SoRu36285224,tap_in_home,542
SoRu36286224,river,684
SoRu36287224,river,818
SoRu36288224,well,234
SoRu36289224,well,298
SoRu36290224,well,162
SoRu36291224,well,190
SoRu36292224,well,306
SoRu36293224,river,736
SoRu36294224,tap_in_home,832
SoRu36295224,well,322
SoRu36296224,river,550
SoRu36297224,well,162
SoRu36298224,shared_tap,1458
SoRu36299224,river,848
SoRu36300224,river,572
SoRu36301224,well,274
SoRu36302224,tap_in_home,722
SoRu36303224,shared_tap,644
SoRu36304224,tap_in_home,542
SoRu36305224,well,310
SoRu36306224,shared_tap,436
SoRu36307224,tap_in_home,650
SoRu36308224,shared_tap,2946
SoRu36309224,river,968
SoRu36310224,tap_in_home_broken,874
SoRu36311224,river,978
SoRu36312224,river,816
SoRu36313224,well,220
SoRu36314224,river,858
SoRu36315224,tap_in_home,338
SoRu36316224,well,368
SoRu36317224,tap_in_home,460
SoRu36318224,river,486
SoRu36319224,well,294
SoRu36320224,river,648
SoRu36321224,shared_tap,1188
SoRu36322224,well,332
SoRu36323224,river,456
SoRu36324224,shared_tap,2110
SoRu36325224,tap_in_home,796
SoRu36326224,river,570
SoRu36327224,shared_tap,238
SoRu36328224,well,322
SoRu36329224,well,254
SoRu36330224,shared_tap,3800
SoRu36331224,well,324
SoRu36332224,river,716
SoRu36333224,shared_tap,2330
SoRu36334224,well,288
SoRu36335224,well,396
SoRu36336224,river,860
SoRu36337224,river,458
SoRu36338224,shared_tap,402
SoRu36339224,well,204
SoRu36340224,well,160
SoRu36341224,river,600
SoRu36342224,tap_in_home_broken,744
SoRu36343224,shared_tap,1626
SoRu36344224,tap_in_home,326
SoRu36345224,shared_tap,3680
SoRu36346224,well,344
SoRu36347224,well,368
SoRu36348224,river,598
SoRu36349224,shared_tap,344
SoRu36350224,tap_in_home_broken,824
SoRu36351224,river,860
SoRu36352224,well,370
SoRu36353224,well,366
SoRu36354224,tap_in_home_broken,688
SoRu36355224,well,398
SoRu36356224,well,306
SoRu36357224,shared_tap,1388
SoRu36358224,tap_in_home,360
SoRu36359224,shared_tap,638
SoRu36360224,well,372
SoRu36361224,tap_in_home_broken,820
SoRu36362224,river,590
SoRu36363224,river,680
SoRu36364224,well,366
SoRu36365224,river,906
SoRu36366224,tap_in_home_broken,860
SoRu36367224,tap_in_home_broken,364
SoRu36368224,well,282
SoRu36369224,tap_in_home,808
SoRu36370224,shared_tap,3014
SoRu36371224,tap_in_home_broken,842
SoRu36372224,river,486
SoRu36373224,river,708
SoRu36374224,well,368
SoRu36375224,river,948
SoRu36376224,well,162
SoRu36377224,well,378
SoRu36378224,tap_in_home_broken,580
SoRu36379224,shared_tap,2694
SoRu36380224,tap_in_home,372
SoRu36381224,well,220
SoRu36382224,well,192
SoRu36383224,well,268
SoRu36384224,river,932
SoRu36385224,well,258
SoRu36386224,well,212
SoRu36387224,shared_tap,972
